,gene_id,X1.9.2_S4_L001_R1_001_Count.count,X1.9.2_S4_L002_R1_001_Count.count,X1.9.2_S4_L003_R1_001_Count.count,X1.9.2.G_S16_L001_R1_001_Count.count,X1.9.2.G_S16_L002_R1_001_Count.count,X1.9.2.G_S16_L003_R1_001_Count.count,X2.6.2_S6_L001_R1_001_Count.count,X2.6.2_S6_L002_R1_001_Count.count,X2.6.2_S6_L003_R1_001_Count.count,X3.19.1_S1_L001_R1_001_Count.count,X3.19.1_S1_L002_R1_001_Count.count,X3.19.1_S1_L003_R1_001_Count.count,X3.19.1.G_S8_L001_R1_001_Count.count,X3.19.1.G_S8_L002_R1_001_Count.count,X3.19.1.G_S8_L003_R1_001_Count.count,X3.51.1_S12_L001_R1_001_Count.count,X3.51.1_S12_L002_R1_001_Count.count,X3.51.1_S12_L003_R1_001_Count.count,X3.51.1.G_S10_L001_R1_001_Count.count,X3.51.1.G_S10_L002_R1_001_Count.count,X3.51.1.G_S10_L003_R1_001_Count.count,X4.11.5_S14_L001_R1_001_Count.count,X4.11.5_S14_L002_R1_001_Count.count,X4.11.5_S14_L003_R1_001_Count.count,X4.44.4_S2_L001_R1_001_Count.count,X4.44.4_S2_L002_R1_001_Count.count,X4.44.4_S2_L003_R1_001_Count.count,X4.44.4.G_S17_L001_R1_001_Count.count,X4.44.4.G_S17_L002_R1_001_Count.count,X4.44.4.G_S17_L003_R1_001_Count.count,DPR.1.G_S5_L001_R1_001_Count.count,DPR.1.G_S5_L002_R1_001_Count.count,DPR.1.G_S5_L003_R1_001_Count.count,DPR.2.G_S7_L001_R1_001_Count.count,DPR.2.G_S7_L002_R1_001_Count.count,DPR.2.G_S7_L003_R1_001_Count.count,SB.C1_S9_L001_R1_001_Count.count,SB.C1_S9_L002_R1_001_Count.count,SB.C1_S9_L003_R1_001_Count.count,SB.C2_S11_L001_R1_001_Count.count,SB.C2_S11_L002_R1_001_Count.count,SB.C2_S11_L003_R1_001_Count.count,SB.C3_S13_L001_R1_001_Count.count,SB.C3_S13_L002_R1_001_Count.count,SB.C3_S13_L003_R1_001_Count.count,SB.CK.1.G_S15_L001_R1_001_Count.count,SB.CK.1.G_S15_L002_R1_001_Count.count,SB.CK.1.G_S15_L003_R1_001_Count.count,SB.CK.2.G_S18_L001_R1_001_Count.count,SB.CK.2.G_S18_L002_R1_001_Count.count,SB.CK.2.G_S18_L003_R1_001_Count.count,SB.CK.3.G_S3_L001_R1_001_Count.count,SB.CK.3.G_S3_L002_R1_001_Count.count,SB.CK.3.G_S3_L003_R1_001_Count.count
77,GSVIVT01000086001,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,GSVIVT01000087001,0,0,1,1,1,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1
79,GSVIVT01000088001,0,0,1,0,0,0,1,1,1,1,3,1,0,2,1,0,2,1,1,1,0,1,1,1,0,0,0,1,2,2,3,0,2,2,0,2,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,0
80,GSVIVT01000089001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
81,GSVIVT01000091001,1,0,0,1,0,6,0,2,2,2,1,2,0,0,0,1,5,3,0,0,0,1,4,2,1,4,2,1,4,1,2,2,0,4,4,0,0,0,1,0,1,0,2,1,0,0,0,1,0,1,5,0,2,4
82,GSVIVT01000093001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,GSVIVT01000094001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,GSVIVT01000095001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,GSVIVT01000097001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,GSVIVT01000098001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,GSVIVT01000099001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,GSVIVT01000100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,GSVIVT01000101001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,GSVIVT01000102001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,GSVIVT01000103001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,GSVIVT01000104001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,GSVIVT01000105001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0
94,GSVIVT01000107001,5,7,5,3,0,2,3,7,6,11,7,9,2,3,1,7,4,2,1,1,2,0,2,8,5,2,3,6,2,8,5,3,1,3,1,2,5,5,7,3,10,8,2,11,3,0,4,1,0,2,0,3,1,1
95,GSVIVT01000108001,0,1,0,0,0,1,0,2,2,1,0,0,0,0,0,4,2,3,0,1,0,0,0,2,0,0,0,3,2,0,0,0,0,1,1,5,0,0,0,1,0,0,2,0,3,3,0,0,1,0,5,0,0,0
96,GSVIVT01000109001,2,3,1,0,0,0,4,3,2,2,1,2,3,1,2,0,5,0,0,0,3,2,0,0,0,0,0,1,1,6,0,4,2,2,7,5,1,1,1,4,4,6,2,1,1,5,3,6,6,5,3,3,3,4
97,GSVIVT01000111001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,GSVIVT01000112001,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0
99,GSVIVT01000113001,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,GSVIVT01000114001,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,GSVIVT01000115001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,GSVIVT01000116001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,4,0,2,0,0,0,0,0,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,1,0,4,3,2,0,0,1,1,3,0
103,GSVIVT01000117001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,GSVIVT01000118001,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,3,4,0,0,0,2,0,0,0,0,1,2,1,2,0,5,4,0,1,2
105,GSVIVT01000120001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
106,GSVIVT01000121001,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
107,GSVIVT01000122001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,GSVIVT01000123001,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,1,0,0,1,3,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0
109,GSVIVT01000124001,1,0,3,4,1,2,0,1,2,1,0,1,9,8,6,0,1,0,12,10,10,4,3,1,0,0,0,1,13,7,9,6,15,21,19,30,0,1,0,0,0,0,0,0,0,35,31,29,6,7,6,29,29,23
110,GSVIVT01000125001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,GSVIVT01000126001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,9,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,1,2,1
112,GSVIVT01000127001,7,13,9,9,8,16,16,16,13,11,16,11,5,5,3,19,19,14,5,5,6,2,2,10,2,5,7,5,2,7,8,11,5,18,12,12,3,5,6,3,6,1,2,4,3,12,6,5,6,10,8,5,8,5
113,GSVIVT01000128001,0,3,0,0,0,0,0,3,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,1,1,3,0,2,1,0,0,0,5,4,6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
114,GSVIVT01000129001,33,46,57,532,528,530,116,137,153,113,126,138,1551,1521,1539,70,74,84,1837,1848,1864,411,410,422,133,129,122,943,887,912,473,487,475,853,840,871,23,27,25,89,86,92,180,164,180,1097,1109,1196,496,594,546,1569,1656,1591
115,GSVIVT01000130001,0,0,1,0,0,1,0,0,1,1,3,1,1,1,1,1,0,1,0,3,2,1,0,0,0,0,0,1,2,0,0,6,4,2,1,2,0,0,0,0,0,2,0,0,1,2,1,1,2,0,0,0,0,0
116,GSVIVT01000131001,0,1,0,0,5,1,4,3,0,2,3,2,1,6,1,3,2,0,4,3,3,3,0,3,0,0,0,2,3,3,3,2,5,2,3,2,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,2,3,4
117,GSVIVT01000132001,3,0,1,1,4,3,2,3,4,2,2,3,3,5,4,0,0,3,1,0,2,4,0,1,1,2,4,0,8,1,4,2,3,1,1,2,0,0,0,1,0,0,5,2,2,0,1,0,2,0,2,3,2,3
118,GSVIVT01000134001,1,0,1,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,GSVIVT01000135001,15,10,19,2,3,7,24,24,24,12,15,8,9,13,10,17,15,22,7,6,16,7,4,5,15,19,17,20,17,17,25,39,32,24,24,20,38,51,47,31,17,20,63,52,48,20,21,18,21,16,12,12,15,11
120,GSVIVT01000137001,0,0,0,0,0,0,1,0,3,1,0,2,0,0,0,3,0,2,2,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,2,3,0,6,6,7,3,0,1,0,1,1,0,0,1,0,2,2
121,GSVIVT01000139001,0,0,0,0,1,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,1,2,1,0,1,0,0,1,6,4,1,4,3,4,3,2,2,3,1,0,1,2,1
122,GSVIVT01000140001,1,2,0,2,1,3,2,5,2,5,6,4,0,1,0,1,0,1,2,0,0,4,3,3,0,0,0,3,3,2,5,1,2,3,1,1,9,5,9,7,5,3,5,9,11,1,1,1,1,1,1,1,2,6
123,GSVIVT01000141001,0,0,0,0,0,0,0,0,1,1,0,0,6,1,1,1,1,2,0,1,2,0,0,1,0,0,0,1,0,2,3,3,3,1,0,2,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0
124,GSVIVT01000142001,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,GSVIVT01000143001,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
126,GSVIVT01000144001,0,0,0,0,0,0,2,0,1,0,0,0,4,2,0,0,0,0,0,2,0,0,1,1,1,1,1,0,1,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,5,4,3,1,1,1,4,3,3
127,GSVIVT01000145001,2,0,4,12,16,14,10,4,5,7,11,9,11,15,3,7,6,5,4,5,1,7,6,13,4,5,10,13,10,14,6,2,3,8,9,8,0,0,0,7,3,13,4,7,5,6,2,2,1,2,1,1,2,6
128,GSVIVT01000146001,3,1,2,1,3,0,2,3,10,6,8,4,1,4,4,6,5,8,2,1,2,2,4,3,2,1,3,3,2,2,4,0,7,1,6,1,2,5,3,4,5,10,6,3,5,5,2,1,1,1,3,4,1,0
129,GSVIVT01000147001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,GSVIVT01000148001,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
131,GSVIVT01000149001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,1,0,2
132,GSVIVT01000150001,4,2,2,0,0,0,1,5,3,4,2,1,1,3,1,5,6,4,1,2,0,2,1,0,6,5,4,3,1,2,0,4,2,1,2,0,2,1,0,0,2,2,1,4,2,2,0,2,0,3,0,1,3,0
133,GSVIVT01000151001,0,1,0,3,3,1,1,0,0,2,2,0,1,2,0,3,2,2,3,1,1,2,2,3,0,0,0,0,4,1,1,4,1,1,1,2,1,0,3,6,4,4,2,1,4,3,2,2,0,0,2,1,0,0
134,GSVIVT01000152001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,GSVIVT01000153001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,GSVIVT01000154001,55,66,48,17,15,27,74,60,61,87,93,86,59,53,52,74,90,75,42,26,40,37,46,60,76,79,89,49,63,54,49,43,58,78,86,101,24,33,21,45,51,51,55,55,62,96,93,97,69,64,62,87,96,75
137,GSVIVT01000155001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,GSVIVT01000156001,6,11,5,6,11,12,5,7,7,11,9,5,4,8,5,8,4,8,9,6,7,10,9,9,8,9,5,5,2,6,3,5,4,4,3,1,2,0,0,6,3,0,6,6,5,4,3,2,4,2,5,4,2,4
139,GSVIVT01000157001,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,5,3,2
140,GSVIVT01000158001,1,2,0,0,3,0,3,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,2,2,2,2,2,1,2,1,4,2,1,1,1,0,1,4,5,0,1,2,2,1,1,4,0,0,0,1,0,3
141,GSVIVT01000159001,2,1,2,3,0,5,0,2,1,1,2,1,0,1,0,3,0,0,2,1,0,3,3,0,0,0,0,2,2,4,0,3,1,3,1,1,0,0,0,2,1,1,1,0,1,0,0,1,5,1,3,0,0,1
142,GSVIVT01000162001,9,8,13,2,2,0,10,13,13,10,25,16,11,9,7,15,12,13,9,5,2,5,9,4,7,7,13,9,8,16,6,9,6,5,4,3,19,13,24,20,23,22,20,24,20,4,3,7,2,4,3,5,9,7
143,GSVIVT01000163001,0,1,0,0,1,0,1,1,0,0,0,2,1,0,1,0,4,1,0,0,0,0,1,0,3,1,1,7,2,0,2,1,2,1,0,1,0,0,0,0,1,2,4,3,2,1,1,0,0,0,0,1,1,2
144,GSVIVT01000164001,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
145,GSVIVT01000167001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,GSVIVT01000168001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147,GSVIVT01000169001,0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0
148,GSVIVT01000170001,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,GSVIVT01000171001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,GSVIVT01000173001,1,0,1,3,2,6,4,5,1,4,2,1,2,0,1,2,1,2,1,3,3,1,0,2,0,0,0,1,0,1,2,1,1,0,1,3,3,0,1,0,2,0,0,0,1,1,2,0,0,0,3,0,0,2
151,GSVIVT01000174001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,GSVIVT01000175001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,GSVIVT01000176001,0,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
154,GSVIVT01000177001,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,GSVIVT01000178001,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,0,0,0,0,0,1,0,0,0,4,3,1,2,0,1,0,0,0
156,GSVIVT01000179001,0,0,0,0,0,0,0,0,1,3,0,0,2,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,1,0,4,0,2,0,1,0,1,1,1,1,0,0
157,GSVIVT01000181001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,GSVIVT01000182001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,GSVIVT01000184001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,7,5,13,12,10,9,0,0,0,0,0,0,0,0,0
160,GSVIVT01000186001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,GSVIVT01000187001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,GSVIVT01000189001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,GSVIVT01000190001,11,18,19,13,11,8,10,8,13,18,9,18,5,10,5,11,16,13,10,7,4,22,24,22,10,11,12,8,10,16,2,2,3,5,3,2,45,47,51,15,19,10,9,12,5,2,5,5,1,5,4,3,1,0
164,GSVIVT01000191001,0,1,0,3,1,0,1,0,0,1,0,1,1,2,2,0,0,0,1,2,0,3,6,4,1,2,1,0,0,1,6,7,3,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,2,4,3
165,GSVIVT01000192001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,GSVIVT01000194001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,GSVIVT01000196001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,GSVIVT01000198001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,GSVIVT01000199001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,GSVIVT01000200001,0,1,2,4,2,4,1,0,1,2,3,0,2,3,1,3,3,6,1,1,3,3,8,1,3,3,0,2,0,4,0,0,1,3,1,7,0,2,1,1,1,0,5,4,0,2,0,1,2,0,1,1,1,3
171,GSVIVT01000205001,32,39,40,72,64,66,42,40,46,55,42,43,12,16,19,35,27,35,16,7,7,65,64,74,22,24,15,28,26,21,10,12,12,22,20,21,11,6,10,42,49,42,68,55,54,18,20,18,16,16,13,10,7,10
172,GSVIVT01000208001,0,3,1,3,1,7,3,4,1,4,1,2,4,1,0,1,0,2,5,0,4,2,2,3,1,3,2,3,3,5,2,2,1,5,2,1,0,0,0,1,2,0,2,12,4,5,3,5,0,2,0,3,0,1
173,GSVIVT01000209001,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,GSVIVT01000210001,1,0,5,10,10,10,4,8,3,1,3,4,11,5,3,3,0,7,7,8,10,3,5,6,2,0,1,11,16,4,19,36,26,9,6,9,2,1,1,1,0,0,3,2,4,6,6,8,2,5,7,2,7,4
175,GSVIVT01000211001,4,7,9,1,1,0,1,7,4,0,4,2,0,3,0,2,2,7,6,1,3,1,0,0,5,3,6,1,5,0,2,1,1,1,5,2,7,2,5,3,6,1,5,0,2,1,4,1,1,1,3,4,0,1
176,GSVIVT01000212001,3,5,1,3,0,2,0,0,4,3,4,1,0,3,2,0,5,5,6,6,5,1,0,0,2,1,4,1,5,5,0,0,0,0,1,1,0,0,0,1,1,3,2,1,3,3,0,0,0,0,0,0,2,2
177,GSVIVT01000213001,50,54,45,95,80,103,120,100,107,64,59,84,174,155,146,130,135,127,178,185,165,121,132,136,191,192,185,121,106,138,156,151,164,69,55,65,84,64,88,89,104,89,91,110,86,93,80,72,60,46,65,107,84,116
178,GSVIVT01000214001,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
179,GSVIVT01000215001,4,1,2,0,0,2,1,2,2,3,2,2,0,0,2,2,3,2,1,0,0,1,0,3,1,4,3,4,3,1,2,0,1,2,0,2,0,2,5,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0
180,GSVIVT01000216001,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,1,1,0,1,0,0,5,4,2,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0
