,gene_id,AUX_11c_S1_L001_R1_001_Count.count,AUX_11c_S1_L002_R1_001_Count.count,AUX_11c_S1_L003_R1_001_Count.count,AUX_23b_S4_L001_R1_001_Count.count,AUX_23b_S4_L002_R1_001_Count.count,AUX_23b_S4_L003_R1_001_Count.count,AUX_28a_S7_L001_R1_001_Count.count,AUX_28a_S7_L002_R1_001_Count.count,AUX_28a_S7_L003_R1_001_Count.count,AUX_C_19c_S9_L001_R1_001_Count.count,AUX_C_19c_S9_L002_R1_001_Count.count,AUX_C_19c_S9_L003_R1_001_Count.count,AUX_C_21cc_S11_L001_R1_001_Count.count,AUX_C_21cc_S11_L002_R1_001_Count.count,AUX_C_21cc_S11_L003_R1_001_Count.count,AUX_C_26b_S13_L001_R1_001_Count.count,AUX_C_26b_S13_L002_R1_001_Count.count,AUX_C_26b_S13_L003_R1_001_Count.count,CK_14bb_S15_L001_R1_001_Count.count,CK_14bb_S15_L002_R1_001_Count.count,CK_14bb_S15_L003_R1_001_Count.count,CK_17a_S17_L001_R1_001_Count.count,CK_17a_S17_L002_R1_001_Count.count,CK_17a_S17_L003_R1_001_Count.count,CK_25c_S2_L001_R1_001_Count.count,CK_25c_S2_L002_R1_001_Count.count,CK_25c_S2_L003_R1_001_Count.count,GA3_13ab_S5_L001_R1_001_Count.count,GA3_13ab_S5_L002_R1_001_Count.count,GA3_13ab_S5_L003_R1_001_Count.count,GA3_15ab_S8_L001_R1_001_Count.count,GA3_15ab_S8_L002_R1_001_Count.count,GA3_15ab_S8_L003_R1_001_Count.count,GA3_24b_S10_L001_R1_001_Count.count,GA3_24b_S10_L002_R1_001_Count.count,GA3_24b_S10_L003_R1_001_Count.count,GA3_CK_C_12c_S12_L001_R1_001_Count.count,GA3_CK_C_12c_S12_L002_R1_001_Count.count,GA3_CK_C_12c_S12_L003_R1_001_Count.count,GA3_CK_C_16ab_S14_L001_R1_001_Count.count,GA3_CK_C_16ab_S14_L002_R1_001_Count.count,GA3_CK_C_16ab_S14_L003_R1_001_Count.count,GA3_CK_C_20b_S16_L001_R1_001_Count.count,GA3_CK_C_20b_S16_L002_R1_001_Count.count,GA3_CK_C_20b_S16_L003_R1_001_Count.count,W_C_18cc_S18_L001_R1_001_Count.count,W_C_18cc_S18_L002_R1_001_Count.count,W_C_18cc_S18_L003_R1_001_Count.count,W_C_22a_S3_L001_R1_001_Count.count,W_C_22a_S3_L002_R1_001_Count.count,W_C_22a_S3_L003_R1_001_Count.count,W_C_27b.pooled_S6_L001_R1_001_Count.count,W_C_27b.pooled_S6_L002_R1_001_Count.count,W_C_27b.pooled_S6_L003_R1_001_Count.count
76,GSVIVT01000084001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
77,GSVIVT01000086001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
78,GSVIVT01000087001,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,GSVIVT01000088001,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,GSVIVT01000089001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
81,GSVIVT01000091001,1,1,0,0,0,0,3,2,3,1,0,0,1,1,2,0,1,0,0,1,0,0,1,0,2,2,0,0,4,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
82,GSVIVT01000093001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
83,GSVIVT01000094001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,GSVIVT01000095001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,GSVIVT01000097001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,GSVIVT01000098001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,GSVIVT01000099001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
88,GSVIVT01000100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,GSVIVT01000101001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,GSVIVT01000102001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,GSVIVT01000103001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,GSVIVT01000104001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,GSVIVT01000105001,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
94,GSVIVT01000107001,7,4,5,4,8,3,6,17,13,6,4,9,7,5,3,2,2,5,0,3,7,6,2,2,2,7,5,8,7,3,6,7,4,5,1,6,3,5,3,1,5,5,4,1,2,4,6,4,7,4,6,1,4,4
95,GSVIVT01000108001,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
96,GSVIVT01000109001,1,0,4,1,5,2,7,3,6,1,3,3,2,2,1,4,2,3,3,4,3,4,6,1,4,2,3,0,4,2,2,4,3,2,5,1,2,0,6,3,4,1,3,4,1,0,1,0,2,2,1,1,2,0
97,GSVIVT01000111001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,GSVIVT01000112001,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,GSVIVT01000113001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,GSVIVT01000114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,GSVIVT01000115001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,GSVIVT01000116001,0,2,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
103,GSVIVT01000117001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,GSVIVT01000118001,1,1,0,0,0,0,1,0,0,0,0,0,2,2,5,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,2,2,0,1,0,1,1,1,0,3,3,3,0,1,1
105,GSVIVT01000120001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,GSVIVT01000121001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,GSVIVT01000122001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,GSVIVT01000123001,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
109,GSVIVT01000124001,12,18,12,1,1,1,2,0,0,1,3,0,2,0,0,0,2,0,0,0,0,1,2,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,5,8,6,3,0,0,0,0,1
110,GSVIVT01000125001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,GSVIVT01000126001,2,5,3,1,1,0,3,2,0,14,16,17,7,9,8,4,5,12,13,9,14,12,9,7,14,5,9,2,8,3,5,2,0,4,5,4,4,4,3,17,7,12,9,15,5,9,6,15,9,6,11,5,4,9
112,GSVIVT01000127001,4,2,6,4,6,1,3,5,5,2,1,3,4,3,2,1,8,3,1,3,6,4,8,8,5,0,2,2,3,3,2,2,0,2,3,4,2,1,2,4,4,3,0,4,1,2,5,1,2,1,2,0,2,3
113,GSVIVT01000128001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
114,GSVIVT01000129001,250,284,286,98,91,97,133,178,193,32,41,52,97,91,90,50,52,36,38,52,30,124,156,139,84,106,87,71,71,85,136,120,112,41,53,40,66,72,62,33,35,40,31,32,39,147,192,190,79,96,96,36,37,34
115,GSVIVT01000130001,0,0,0,0,0,0,4,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1
116,GSVIVT01000131001,0,0,3,2,0,0,0,1,1,1,1,2,0,1,3,1,1,0,0,1,0,2,1,1,1,1,2,0,1,0,2,3,3,0,0,0,1,3,0,1,1,0,2,1,1,0,0,2,1,1,1,0,0,0
117,GSVIVT01000132001,0,0,1,1,0,0,0,1,3,0,1,0,0,3,0,0,1,1,1,1,0,0,3,0,0,3,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2,2,1,1,0,0,0,1,1,1,0,3,3,0
118,GSVIVT01000134001,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
119,GSVIVT01000135001,3,1,2,5,3,5,4,0,7,6,6,4,2,3,2,3,2,0,1,1,2,6,1,2,1,1,2,2,2,2,2,3,1,1,2,3,1,3,4,0,1,2,2,1,4,1,0,4,4,0,3,1,0,1
120,GSVIVT01000137001,0,0,0,0,1,0,0,0,0,3,1,5,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
121,GSVIVT01000139001,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1
122,GSVIVT01000140001,1,0,0,0,0,1,2,0,1,2,3,1,1,1,0,2,0,0,3,2,1,0,2,1,0,1,0,1,1,0,2,0,4,1,1,1,1,0,1,1,1,1,1,0,1,2,0,0,1,1,2,1,0,0
123,GSVIVT01000141001,0,0,0,0,0,1,0,0,1,0,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0
124,GSVIVT01000142001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,GSVIVT01000143001,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
126,GSVIVT01000144001,1,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
127,GSVIVT01000145001,2,0,4,5,3,9,9,1,11,0,0,1,3,5,2,1,0,4,0,6,3,4,4,0,2,3,0,3,1,0,2,2,1,2,2,1,2,2,0,1,6,2,5,1,4,3,8,4,1,3,1,3,2,3
128,GSVIVT01000146001,4,3,8,1,1,2,7,4,5,2,1,2,3,2,6,4,4,2,6,3,3,2,0,4,2,3,1,1,4,4,0,1,2,4,1,2,0,2,1,4,3,4,5,0,4,2,1,2,6,2,1,1,3,1
129,GSVIVT01000147001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,GSVIVT01000148001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,GSVIVT01000149001,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
132,GSVIVT01000150001,0,0,0,0,0,0,2,2,1,1,1,0,0,1,3,0,2,2,1,1,1,1,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0
133,GSVIVT01000151001,0,1,1,0,1,0,0,2,0,1,3,0,0,1,2,1,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,2,1,2,1,2,0,0,2,0,1,2,1,2,1,0
134,GSVIVT01000152001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,GSVIVT01000153001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,GSVIVT01000154001,10,10,9,19,19,15,27,29,24,15,9,11,21,12,18,18,9,18,17,13,11,23,22,17,15,18,26,14,10,24,26,25,16,8,14,16,13,6,9,9,14,12,20,12,15,13,11,10,13,14,11,14,11,12
137,GSVIVT01000155001,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,GSVIVT01000156001,3,3,5,6,4,7,5,12,6,4,1,2,3,1,2,2,3,3,5,2,1,1,3,1,3,5,5,1,2,2,3,7,3,3,4,6,3,2,3,2,7,6,5,4,4,5,2,1,3,3,4,1,2,2
139,GSVIVT01000157001,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,GSVIVT01000158001,1,0,0,1,1,0,3,1,1,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,2,0,0,1,0,0,1
141,GSVIVT01000159001,0,0,2,0,0,0,0,0,3,1,0,0,2,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,2,3,0,2,1,1,0,0,1,3,1,1,3,2,1,0,1,1,3,1,1,1,1,0,0,0
142,GSVIVT01000162001,6,1,5,3,4,7,11,13,13,6,8,5,7,4,4,2,5,3,2,7,4,3,1,6,3,4,2,3,5,5,5,3,9,2,1,5,3,2,4,2,2,4,4,3,6,3,7,7,5,5,3,4,0,3
143,GSVIVT01000163001,1,2,0,1,0,0,3,0,0,0,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
144,GSVIVT01000164001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
145,GSVIVT01000167001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,GSVIVT01000168001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,GSVIVT01000169001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,GSVIVT01000170001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,GSVIVT01000171001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
150,GSVIVT01000173001,1,2,0,0,1,0,0,2,2,2,0,1,0,1,1,1,0,1,0,1,2,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,2,0,1,1,0,0,1,2,1,0,0,0,0
151,GSVIVT01000174001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
152,GSVIVT01000175001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,GSVIVT01000176001,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
154,GSVIVT01000177001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,GSVIVT01000178001,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
156,GSVIVT01000179001,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,GSVIVT01000181001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,GSVIVT01000182001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,GSVIVT01000184001,0,0,0,0,1,0,0,0,0,2,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
160,GSVIVT01000186001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,GSVIVT01000187001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,GSVIVT01000189001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,GSVIVT01000190001,10,12,12,11,7,7,9,10,8,4,7,8,6,16,15,5,4,10,5,10,9,8,9,8,5,5,6,10,8,11,12,11,8,14,4,14,10,13,7,4,3,4,2,4,6,7,9,8,19,11,8,6,11,11
164,GSVIVT01000191001,1,0,1,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,GSVIVT01000192001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,GSVIVT01000194001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,GSVIVT01000196001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,GSVIVT01000198001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,GSVIVT01000199001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,GSVIVT01000200001,1,0,3,1,3,3,4,5,1,0,0,1,1,1,2,0,3,0,4,1,0,4,2,0,0,0,1,2,3,0,4,2,3,2,0,0,0,1,1,1,1,4,2,2,1,1,0,2,2,2,0,0,0,0
171,GSVIVT01000205001,22,20,21,31,13,22,34,31,36,9,13,11,20,26,34,16,14,23,18,20,31,30,26,19,22,25,15,28,25,27,44,23,25,18,26,14,20,25,32,18,21,24,14,23,29,28,23,19,12,17,26,6,13,10
172,GSVIVT01000208001,1,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0
173,GSVIVT01000209001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
174,GSVIVT01000210001,5,4,5,10,6,4,11,16,13,0,2,1,7,4,9,5,6,3,3,5,5,5,3,6,3,4,8,5,3,3,1,7,2,1,5,0,4,4,6,2,4,2,1,0,3,6,1,9,6,6,1,3,5,7
175,GSVIVT01000211001,0,3,2,4,1,3,2,2,1,3,4,2,0,2,0,1,3,0,0,1,3,0,1,0,1,0,0,0,3,2,1,3,2,0,2,1,0,0,0,1,1,1,0,1,2,2,0,2,1,1,1,3,0,2
176,GSVIVT01000212001,2,2,0,4,0,1,5,0,0,3,0,4,2,0,1,3,1,0,3,3,0,1,0,1,1,0,1,2,3,2,2,4,0,0,0,2,1,3,2,1,0,0,1,0,1,1,0,1,1,0,2,1,0,5
177,GSVIVT01000213001,17,28,30,36,33,33,59,41,50,31,35,29,19,28,27,15,29,10,11,18,13,16,15,28,21,27,14,17,19,24,22,28,32,19,30,25,18,17,20,19,24,24,24,19,22,18,19,22,31,19,18,25,14,15
178,GSVIVT01000214001,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,GSVIVT01000215001,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2
